dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag
B00013,11/1/2019 0:24,11/1/2019 1:18,264,264,
B00013,11/1/2019 0:43,11/1/2019 1:21,264,264,
B00013,11/1/2019 0:47,11/1/2019 0:47,264,264,
B00013,11/1/2019 0:47,11/1/2019 0:48,264,264,
B00014,11/1/2019 0:56,11/1/2019 1:00,264,264,
B00014,11/1/2019 0:47,11/1/2019 1:02,264,264,
B00014,11/1/2019 0:41,11/1/2019 1:05,264,264,
B00014,11/1/2019 0:58,11/1/2019 1:45,264,264,
B00014,11/1/2019 0:22,11/1/2019 0:51,264,264,
B00021,11/1/2019 0:54,11/1/2019 1:07,70,92,
B00021,11/1/2019 0:34,11/1/2019 0:53,173,82,
B00021,11/1/2019 0:59,11/1/2019 1:05,173,70,
B00021,11/1/2019 0:15,11/1/2019 0:24,70,70,
B00021,11/1/2019 0:28,11/1/2019 0:41,173,82,
B00021,11/1/2019 0:50,11/1/2019 1:28,173,28,
B00021,11/1/2019 0:44,11/1/2019 0:55,56,82,
B00021,11/1/2019 0:57,11/1/2019 1:11,56,129,
B00037,11/1/2019 0:17,11/1/2019 0:20,264,188,
B00037,11/1/2019 0:45,11/1/2019 0:55,264,85,
B00037,11/1/2019 0:06,11/1/2019 0:18,264,17,
B00037,11/1/2019 0:43,11/1/2019 0:51,264,188,
B00037,11/1/2019 0:37,11/1/2019 0:45,264,89,
B00037,11/1/2019 0:13,11/1/2019 1:14,264,85,
B00037,11/1/2019 0:00,11/1/2019 0:02,264,39,
B00037,11/1/2019 0:29,11/1/2019 0:34,264,225,
B00111,11/1/2019 0:28,11/1/2019 0:46,264,234,
B00111,11/1/2019 0:04,11/1/2019 0:34,264,119,
B00111,11/1/2019 0:24,11/1/2019 0:38,264,107,
B00111,11/1/2019 0:16,11/1/2019 0:39,264,141,
B00111,11/1/2019 0:32,11/1/2019 0:53,264,169,
B00111,11/1/2019 0:38,11/1/2019 1:18,264,229,
B00111,11/1/2019 0:44,11/1/2019 1:19,264,265,
B00111,11/1/2019 0:26,11/1/2019 0:54,264,11,
B00111,11/1/2019 0:02,11/1/2019 0:21,264,265,
B00112,11/1/2019 0:01,11/1/2019 0:11,264,14,
B00112,11/1/2019 0:37,11/1/2019 0:47,264,228,
B00112,11/1/2019 0:06,11/1/2019 0:10,264,14,
B00112,11/1/2019 0:14,11/1/2019 0:17,264,14,
B00112,11/1/2019 0:21,11/1/2019 0:23,264,14,
B00112,11/1/2019 0:06,11/1/2019 0:13,264,14,
B00112,11/1/2019 0:21,11/1/2019 1:00,264,240,
B00149,11/1/2019 0:03,11/1/2019 0:11,264,91,
B00149,11/1/2019 0:54,11/1/2019 1:07,264,188,
B00149,11/1/2019 0:11,11/1/2019 0:15,264,225,
B00149,11/1/2019 0:35,11/1/2019 0:46,264,225,
B00149,11/1/2019 0:08,11/1/2019 0:12,264,225,
B00149,11/1/2019 0:28,11/1/2019 0:39,264,35,
B00149,11/1/2019 0:14,11/1/2019 0:18,264,225,
B00160,11/1/2019 0:38,11/1/2019 0:40,264,264,
B00160,11/1/2019 0:42,11/1/2019 0:58,264,264,
B00221,11/1/2019 0:22,11/1/2019 0:22,264,69,
B00221,11/1/2019 0:17,11/1/2019 0:20,264,119,
B00221,11/1/2019 0:56,11/1/2019 0:57,264,235,
B00221,11/1/2019 0:01,11/1/2019 0:16,264,127,
B00221,11/1/2019 0:06,11/1/2019 0:11,264,235,
B00221,11/1/2019 0:20,11/1/2019 0:32,264,127,
B00225,11/1/2019 0:00,11/1/2019 0:46,264,72,
B00225,11/1/2019 0:09,11/1/2019 0:47,264,108,
B00225,11/1/2019 0:26,11/1/2019 0:57,264,45,
B00227,11/1/2019 0:23,11/1/2019 1:13,264,264,
B00227,11/1/2019 0:10,11/1/2019 1:45,264,264,
B00227,11/1/2019 0:23,11/1/2019 1:33,264,264,
B00235,11/1/2019 0:44,11/1/2019 1:08,264,264,
B00235,11/1/2019 0:13,11/1/2019 1:23,264,264,
B00248,11/1/2019 0:20,11/1/2019 0:28,264,56,
B00248,11/1/2019 0:26,11/1/2019 0:37,264,73,
B00248,11/1/2019 0:16,11/1/2019 0:51,264,265,
B00248,11/1/2019 0:31,11/1/2019 1:02,264,67,
B00248,11/1/2019 0:26,11/1/2019 0:45,264,132,
B00248,11/1/2019 0:00,11/1/2019 0:18,264,171,
B00248,11/1/2019 0:28,11/1/2019 0:39,264,73,
B00248,11/1/2019 0:00,11/1/2019 0:06,264,192,
B00248,11/1/2019 0:28,11/1/2019 0:43,264,82,
B00248,11/1/2019 0:09,11/1/2019 0:20,264,92,
B00248,11/1/2019 0:25,11/1/2019 0:32,264,216,
B00248,11/1/2019 0:46,11/1/2019 1:01,264,82,
B00248,11/1/2019 0:26,11/1/2019 0:33,264,171,
B00248,11/1/2019 0:32,11/1/2019 0:52,264,92,
B00248,11/1/2019 0:18,11/1/2019 0:25,264,82,
B00248,11/1/2019 0:39,11/1/2019 1:05,264,98,
B00254,11/1/2019 0:56,11/1/2019 1:37,161,210,
B00254,11/1/2019 0:17,11/1/2019 1:10,13,265,
B00254,11/1/2019 0:07,11/1/2019 0:50,100,91,
B00254,11/1/2019 0:33,11/1/2019 1:06,237,265,
B00254,11/1/2019 0:44,11/1/2019 1:07,100,7,
B00254,11/1/2019 0:45,11/1/2019 1:00,161,24,
B00254,11/1/2019 0:27,11/1/2019 0:52,13,265,
B00254,11/1/2019 0:38,11/1/2019 0:59,113,236,
B00254,11/1/2019 0:14,11/1/2019 0:44,163,254,
B00254,11/1/2019 0:39,11/1/2019 1:13,87,10,
B00254,11/1/2019 0:35,11/1/2019 0:41,13,158,
B00254,11/1/2019 0:03,11/1/2019 0:15,161,263,
B00254,11/1/2019 0:25,11/1/2019 0:55,138,265,
B00254,11/1/2019 0:13,11/1/2019 0:20,100,68,
B00254,11/1/2019 0:10,11/1/2019 0:25,170,265,
B00254,11/1/2019 0:12,11/1/2019 0:20,261,257,
B00256,11/1/2019 0:39,11/1/2019 1:08,264,264,
B00256,11/1/2019 0:10,11/1/2019 0:40,264,264,
B00256,11/1/2019 0:49,11/1/2019 1:25,264,264,
B00256,11/1/2019 0:18,11/1/2019 0:51,264,264,
B00256,11/1/2019 0:07,11/1/2019 1:07,264,264,
B00256,11/1/2019 0:28,11/1/2019 0:55,264,264,
B00256,11/1/2019 0:23,11/1/2019 0:56,264,264,
B00256,11/1/2019 0:29,11/1/2019 1:08,264,264,
B00256,11/1/2019 0:16,11/1/2019 0:51,264,264,
B00256,11/1/2019 0:49,11/1/2019 1:18,264,264,
B00256,11/1/2019 0:13,11/1/2019 0:47,264,264,
B00256,11/1/2019 0:54,11/1/2019 1:30,264,264,
B00256,11/1/2019 0:58,11/1/2019 1:29,264,264,
B00256,11/1/2019 0:56,11/1/2019 1:36,264,264,
B00256,11/1/2019 0:27,11/1/2019 1:10,264,264,
B00256,11/1/2019 0:47,11/1/2019 1:25,264,264,
B00256,11/1/2019 0:52,11/1/2019 1:51,264,264,
B00256,11/1/2019 0:56,11/1/2019 1:58,264,264,
B00256,11/1/2019 0:54,11/1/2019 1:37,264,264,
B00256,11/1/2019 0:47,11/1/2019 1:20,264,264,
B00256,11/1/2019 0:04,11/1/2019 0:44,264,264,
B00256,11/1/2019 0:43,11/1/2019 1:10,264,264,
B00271,11/1/2019 0:43,11/1/2019 0:46,264,45,
B00271,11/1/2019 0:20,11/1/2019 0:21,264,161,
B00271,11/1/2019 0:06,11/1/2019 0:36,264,220,
B00271,11/1/2019 0:13,11/1/2019 0:15,264,230,
B00271,11/1/2019 0:39,11/1/2019 0:40,264,230,
B00271,11/1/2019 0:13,11/1/2019 0:13,264,162,
B00271,11/1/2019 0:01,11/1/2019 0:25,264,82,
B00271,11/1/2019 0:05,11/1/2019 0:07,264,70,
B00271,11/1/2019 0:07,11/1/2019 0:11,264,162,
B00271,11/1/2019 0:58,11/1/2019 0:59,264,247,
B00271,11/1/2019 0:15,11/1/2019 0:47,264,129,
B00271,11/1/2019 0:20,11/1/2019 0:22,264,162,
B00271,11/1/2019 0:54,11/1/2019 1:03,264,162,
B00271,11/1/2019 0:00,11/1/2019 0:38,264,77,
B00271,11/1/2019 0:59,11/1/2019 1:02,264,161,
B00271,11/1/2019 0:06,11/1/2019 0:08,264,230,
B00271,11/1/2019 0:13,11/1/2019 1:05,264,265,
B00271,11/1/2019 0:56,11/1/2019 0:56,264,65,
B00272,11/1/2019 0:42,11/1/2019 1:14,264,264,
B00280,11/1/2019 0:42,11/1/2019 1:24,264,264,
B00310,11/1/2019 0:04,11/1/2019 0:08,264,213,
B00310,11/1/2019 0:16,11/1/2019 0:23,264,126,
B00310,11/1/2019 0:30,11/1/2019 0:44,264,69,
B00310,11/1/2019 0:05,11/1/2019 0:16,264,212,
B00310,11/1/2019 0:36,11/1/2019 0:57,264,168,
B00310,11/1/2019 0:53,11/1/2019 1:00,264,60,
B00310,11/1/2019 0:13,11/1/2019 0:37,264,51,
B00310,11/1/2019 0:44,11/1/2019 1:09,264,246,
B00310,11/1/2019 0:03,11/1/2019 0:09,264,147,
B00310,11/1/2019 0:16,11/1/2019 0:28,264,213,
B00310,11/1/2019 0:25,11/1/2019 0:30,264,208,
B00310,11/1/2019 0:50,11/1/2019 0:57,264,168,
B00310,11/1/2019 0:11,11/1/2019 0:15,264,248,
B00310,11/1/2019 0:29,11/1/2019 0:40,264,174,
B00310,11/1/2019 0:27,11/1/2019 0:40,264,127,
B00310,11/1/2019 0:06,11/1/2019 0:14,264,168,
B00310,11/1/2019 0:55,11/1/2019 0:59,264,213,
B00310,11/1/2019 0:15,11/1/2019 0:21,264,208,
B00310,11/1/2019 0:42,11/1/2019 0:57,264,69,
B00310,11/1/2019 0:05,11/1/2019 0:14,264,254,
B00310,11/1/2019 0:28,11/1/2019 0:45,264,213,
B00310,11/1/2019 0:47,11/1/2019 0:54,264,69,
B00310,11/1/2019 0:01,11/1/2019 0:18,264,43,
B00310,11/1/2019 0:27,11/1/2019 0:49,264,213,
B00310,11/1/2019 0:07,11/1/2019 0:24,264,244,
B00310,11/1/2019 0:39,11/1/2019 0:41,264,42,
B00310,11/1/2019 0:01,11/1/2019 0:08,264,212,
B00310,11/1/2019 0:16,11/1/2019 0:27,264,248,
B00310,11/1/2019 0:39,11/1/2019 0:42,264,167,
B00310,11/1/2019 0:10,11/1/2019 0:18,264,136,
B00318,11/1/2019 0:09,11/1/2019 0:18,264,61,
B00318,11/1/2019 0:28,11/1/2019 0:49,264,255,
B00318,11/1/2019 0:53,11/1/2019 1:12,264,256,
B00318,11/1/2019 0:35,11/1/2019 0:35,264,37,
B00346,11/1/2019 0:53,11/1/2019 1:08,264,264,
B00350,11/1/2019 0:30,11/1/2019 0:43,264,82,
B00350,11/1/2019 0:23,11/1/2019 0:55,264,56,
B00350,11/1/2019 0:36,11/1/2019 0:45,264,129,
B00369,11/1/2019 0:55,11/1/2019 1:15,264,264,
B00381,11/1/2019 0:52,11/1/2019 1:23,264,264,
B00381,11/1/2019 0:03,11/1/2019 0:30,264,264,
B00381,11/1/2019 0:01,11/1/2019 0:44,264,264,
B00381,11/1/2019 0:01,11/1/2019 0:02,264,264,
B00381,11/1/2019 0:32,11/1/2019 0:43,264,264,
B00381,11/1/2019 0:39,11/1/2019 0:59,264,264,
B00419,11/1/2019 0:32,11/1/2019 0:44,51,51,
B00445,11/1/2019 0:05,11/1/2019 0:23,15,179,
B00446,11/1/2019 0:32,11/1/2019 0:51,100,264,
B00446,11/1/2019 0:51,11/1/2019 1:35,163,264,
B00448,11/1/2019 0:57,11/1/2019 1:07,264,264,
B00448,11/1/2019 0:39,11/1/2019 0:39,264,264,
B00448,11/1/2019 0:31,11/1/2019 2:03,264,264,
B00448,11/1/2019 0:30,11/1/2019 1:08,264,264,
B00448,11/1/2019 0:04,11/1/2019 0:16,264,264,
B00448,11/1/2019 0:59,11/1/2019 1:31,264,264,
B00448,11/1/2019 0:17,11/1/2019 0:55,264,264,
B00448,11/1/2019 0:30,11/1/2019 0:30,264,264,
B00448,11/1/2019 0:02,11/1/2019 0:31,264,264,
B00448,11/1/2019 0:53,11/1/2019 0:53,264,264,
B00477,11/1/2019 0:21,11/1/2019 0:21,49,162,
B00477,11/1/2019 0:08,11/1/2019 0:40,88,36,
B00477,11/1/2019 0:01,11/1/2019 0:03,162,61,
B00477,11/1/2019 0:09,11/1/2019 0:09,88,143,
B00477,11/1/2019 0:27,11/1/2019 0:27,162,264,
B00477,11/1/2019 0:41,11/1/2019 0:51,88,181,
B00477,11/1/2019 0:01,11/1/2019 0:01,162,100,
B00477,11/1/2019 0:17,11/1/2019 1:30,13,265,
B00477,11/1/2019 0:12,11/1/2019 0:12,162,75,
B00477,11/1/2019 0:27,11/1/2019 0:28,162,264,
B00477,11/1/2019 0:43,11/1/2019 0:54,162,264,
B00477,11/1/2019 0:26,11/1/2019 0:38,162,143,
B00477,11/1/2019 0:04,11/1/2019 0:04,162,265,
B00477,11/1/2019 0:02,11/1/2019 0:12,132,141,
B00477,11/1/2019 0:36,11/1/2019 0:36,88,79,
B00477,11/1/2019 0:35,11/1/2019 0:36,162,264,
B00477,11/1/2019 0:29,11/1/2019 0:29,162,40,
B00477,11/1/2019 0:32,11/1/2019 0:33,162,264,
B00477,11/1/2019 0:02,11/1/2019 0:26,88,264,
B00625,11/1/2019 0:17,11/1/2019 0:24,129,129,
B00625,11/1/2019 0:35,11/1/2019 0:43,129,129,
B00625,11/1/2019 0:32,11/1/2019 0:43,129,129,
B00628,11/1/2019 0:13,11/1/2019 0:35,262,265,
B00628,11/1/2019 0:02,11/1/2019 0:48,88,265,
B00628,11/1/2019 0:28,11/1/2019 0:51,88,90,
B00628,11/1/2019 0:48,11/1/2019 0:52,163,237,
B00628,11/1/2019 0:17,11/1/2019 0:29,170,88,
B00628,11/1/2019 0:21,11/1/2019 0:52,88,152,
B00628,11/1/2019 0:47,11/1/2019 1:21,132,265,
B00628,11/1/2019 0:16,11/1/2019 0:58,88,84,
B00628,11/1/2019 0:52,11/1/2019 1:27,230,10,
B00628,11/1/2019 0:13,11/1/2019 0:35,87,239,
B00628,11/1/2019 0:37,11/1/2019 0:49,88,133,
B00647,11/1/2019 0:27,11/1/2019 0:41,264,169,
B00647,11/1/2019 0:47,11/1/2019 0:52,264,47,
B00647,11/1/2019 0:18,11/1/2019 0:32,264,235,
B00647,11/1/2019 0:14,11/1/2019 0:24,264,241,
B00647,11/1/2019 0:45,11/1/2019 0:57,264,167,
B00647,11/1/2019 0:24,11/1/2019 0:40,264,74,
B00647,11/1/2019 0:59,11/1/2019 1:04,264,169,
B00647,11/1/2019 0:05,11/1/2019 0:23,264,254,
B00647,11/1/2019 0:53,11/1/2019 0:58,264,174,
B00647,11/1/2019 0:10,11/1/2019 0:22,264,174,
B00692,11/1/2019 0:16,11/1/2019 0:43,264,61,
B00756,11/1/2019 0:37,11/1/2019 0:50,264,264,
B00821,11/1/2019 0:25,11/1/2019 0:32,264,76,
B00821,11/1/2019 0:12,11/1/2019 0:14,264,77,
B00821,11/1/2019 0:42,11/1/2019 0:45,264,76,
B00821,11/1/2019 0:50,11/1/2019 0:52,264,63,
B00821,11/1/2019 0:29,11/1/2019 0:36,264,180,
B00821,11/1/2019 0:10,11/1/2019 0:15,264,258,
B00821,11/1/2019 0:39,11/1/2019 0:41,264,258,
B00821,11/1/2019 0:06,11/1/2019 0:08,264,76,
B00821,11/1/2019 0:52,11/1/2019 1:54,264,177,
B00821,11/1/2019 0:33,11/1/2019 0:41,264,76,
B00821,11/1/2019 0:17,11/1/2019 0:20,264,63,
